,flips,time,size
474,45.0,54.386259129023536,32.0
475,62.0,61.969049575458776,32.0
476,48.0,65.15,32.0
477,47.0,110.9242501270971,32.0
478,56.0,58.52541921746074,32.0
479,54.0,58.346725371491466,32.0
480,39.0,54.970233080595335,32.0
481,39.0,54.95360091090236,32.0
482,54.0,56.13219789132198,32.0
483,36.0,50.550194120909595,32.0
484,84.0,68.21841004184101,32.0
485,63.0,67.50028555111365,32.0
486,70.0,66.53695768612748,32.0
487,64.0,62.758179231863444,32.0
488,55.0,60.766774891774894,32.0
489,47.0,56.291180461329716,32.0
490,84.0,69.894544431946,32.0
491,75.0,61.01813941435605,32.0
492,38.0,51.924369747899156,32.0
493,51.0,62.1134652913298,32.0
494,67.0,60.18768250597292,32.0
495,42.0,54.549818587775604,32.0
496,36.0,47.50475700694266,32.0
497,57.0,64.72674094707521,32.0
498,59.0,60.661060433295326,32.0
499,33.0,48.67229637700899,32.0
500,38.0,52.526834611171964,32.0
501,39.0,46.68531139835488,32.0
502,19.0,45.977114939573156,32.0
503,50.0,53.74685239753549,32.0
504,42.0,57.95339585109406,32.0
505,32.0,53.57976653696498,32.0
506,36.0,51.52133891213389,32.0
507,105.0,75.53099510603589,32.0
508,60.0,61.48879892037787,32.0
509,32.0,50.351381215469615,32.0
510,45.0,52.47101841820152,32.0
511,55.0,64.01603849238171,32.0
512,113.0,89.8022759601707,64.0
513,128.0,95.22840192806822,64.0
514,105.0,77.78723056825604,64.0
515,82.0,83.29965347437535,64.0
516,110.0,97.72497145032357,64.0
517,77.0,81.93301707779887,64.0
518,85.0,96.73899012908124,64.0
519,86.0,91.8598848368522,64.0
520,135.0,94.49325842696629,64.0
521,82.0,85.61552680221811,64.0
522,139.0,98.95095785440613,64.0
523,150.0,97.17974091399785,64.0
524,98.0,76.18713996574809,64.0
525,81.0,86.5471096096096,64.0
526,99.0,85.20340930856158,64.0
527,123.0,92.93538913362701,64.0
528,129.0,94.26206509539843,64.0
529,91.0,87.39977199315979,64.0
530,61.0,78.06567992599444,64.0
531,166.0,102.5631469979296,64.0
532,204.0,108.59935495430926,64.0
533,139.0,98.32389878163075,64.0
534,127.0,100.51994705993572,64.0
535,185.0,116.5472114853672,64.0
536,118.0,94.91265630920803,64.0
537,111.0,90.7832948421863,64.0
538,102.0,148.07075562391847,64.0
539,112.0,88.00877674163466,64.0
540,89.0,71.8144709460541,64.0
541,93.0,86.31272452259407,64.0
542,60.0,86.3368481595092,64.0
543,98.0,89.97913533834587,64.0
544,155.0,103.96680420105027,64.0
545,106.0,83.44068113772455,64.0
546,192.0,103.80072727272727,64.0
547,141.0,89.24209606986899,64.0
548,168.0,94.56443957648777,64.0
549,144.0,104.7639046538025,64.0
550,147.0,102.10900019190174,64.0
551,214.0,117.00112718391884,64.0
552,69.0,85.5667616334283,64.0
553,114.0,90.9811782420478,64.0
554,157.0,96.93538405533309,64.0
555,105.0,91.08744522766241,64.0
556,147.0,100.72393538913363,64.0
557,155.0,97.40086988039144,64.0
558,107.0,89.86208864371315,64.0
559,139.0,95.71624191707873,64.0
560,86.0,90.33062280539642,64.0
561,103.0,86.52002224694104,64.0
562,95.0,89.88796523710562,64.0
563,132.0,87.49982614742699,64.0
564,112.0,93.9465706707086,64.0
565,125.0,94.77026522226373,64.0
566,130.0,93.12062116287468,64.0
567,84.0,85.1358024691358,64.0
568,91.0,84.55567928730513,64.0
569,93.0,93.67789356159285,64.0
570,133.0,89.86431881371641,64.0
571,150.0,100.89042776998598,64.0
572,113.0,89.83216395864106,64.0
573,72.0,80.33132199670872,64.0
574,83.0,79.89007490636705,64.0
575,152.0,100.8732635585157,64.0
576,104.0,80.14578766050737,64.0
577,72.0,78.23819922728036,64.0
578,169.0,110.11092085235921,64.0
579,127.0,88.12352941176471,64.0
580,174.0,115.99867147466313,64.0
581,133.0,84.54691151919866,64.0
582,120.0,100.46048632218844,64.0
583,70.0,86.87449933244326,64.0
584,115.0,97.55304913018543,64.0
585,153.0,91.77357836338419,64.0
586,123.0,92.78203911144864,64.0
587,90.0,87.09912695525645,64.0
588,76.0,98.40574402467232,64.0
589,137.0,91.89378330373002,64.0
590,83.0,88.3784288113454,64.0
591,94.0,85.86117176128093,64.0
592,148.0,122.3656273199703,64.0
593,115.0,91.29531899512018,64.0
594,59.0,73.33031161473087,64.0
595,147.0,107.91620215533258,64.0
596,96.0,80.0697033554871,64.0
597,173.0,121.32261580381471,64.0
598,162.0,108.82250755287009,64.0
599,163.0,104.05821789591913,64.0
600,185.0,109.73281739450894,64.0
601,118.0,101.24615095756666,64.0
602,68.0,81.47301163456036,64.0
603,92.0,85.99466617620011,64.0
604,68.0,76.0894538606403,64.0
605,117.0,86.2972241029113,64.0
606,122.0,81.64678111587983,64.0
607,63.0,52.74004479840717,64.0
608,180.0,114.312902005297,64.0
609,145.0,91.37109805361733,64.0
610,130.0,96.83829787234042,64.0
611,141.0,97.20072229614142,64.0
612,117.0,93.07975807975808,64.0
613,103.0,81.37375046279156,64.0
614,64.0,81.37742053343077,64.0
615,97.0,85.87750929368029,64.0
616,71.0,81.12998688893052,64.0
617,105.0,94.86021505376344,64.0
618,184.0,101.58984522461306,64.0
619,215.0,112.50889418668623,64.0
620,102.0,91.07592067988668,64.0
621,190.0,108.89131245339298,64.0
622,104.0,88.01796180752505,64.0
623,97.0,134.37841832963784,64.0
624,125.0,93.39643736971765,64.0
625,69.0,80.96414710774349,64.0
626,146.0,96.34489293158992,64.0
627,91.0,69.42109222205507,64.0
628,179.0,110.03578601424137,64.0
629,164.0,97.76528384279476,64.0
630,147.0,93.17592433361995,64.0
631,181.0,106.32740794485761,64.0
632,64.0,59.58643494309443,64.0
633,93.0,84.46822189566495,64.0
634,149.0,107.29438488097401,64.0
635,150.0,106.12552142586273,64.0
636,138.0,97.69186585139893,64.0
637,133.0,101.83521280465624,64.0
638,113.0,92.28796400449944,64.0
639,113.0,83.50233225690707,64.0
640,83.0,93.45793861311103,64.0
641,108.0,86.97415749956347,64.0
642,106.0,94.36123975774849,64.0
643,116.0,93.95196671709532,64.0
644,96.0,94.97048449972155,64.0
645,107.0,89.71148352694725,64.0
646,76.0,83.40022826707248,64.0
647,122.0,86.3392200147167,64.0
648,156.0,85.88825577714466,64.0
649,121.0,85.04472207133804,64.0
650,93.0,82.70997766195086,64.0
651,117.0,106.75697586726999,64.0
652,82.0,80.74846730245231,64.0
653,124.0,76.22157856625634,64.0
654,182.0,99.93023255813954,64.0
655,110.0,94.68842224744608,64.0
656,155.0,107.27420865330586,64.0
657,115.0,97.49357601713062,64.0
658,164.0,101.65372585096596,64.0
659,132.0,86.64380813423308,64.0
660,157.0,68.36365905403719,64.0
661,107.0,91.38371710526316,64.0
662,90.0,82.40153500561587,64.0
663,129.0,96.905875748503,64.0
664,63.0,83.5665605691818,64.0
665,84.0,140.91657657657657,64.0
666,163.0,108.13367328355491,64.0
667,80.0,81.5113574413956,64.0
668,54.0,72.16722846441948,64.0
669,63.0,81.08333333333333,64.0
670,86.0,81.33967843282203,64.0
671,109.0,84.79182630906769,64.0
672,153.0,102.96139288417865,64.0
673,73.0,75.10628331448878,64.0
674,83.0,78.14316469321851,64.0
675,153.0,90.22190510167677,64.0
676,103.0,86.9382458799015,64.0
677,149.0,98.86584905660378,64.0
678,78.0,72.84687192924991,64.0
679,89.0,88.62650602409639,64.0
680,55.0,60.47465703971119,64.0
681,86.0,93.47785333578386,64.0
682,87.0,91.01297316509685,64.0
683,129.0,70.49924231987877,64.0
684,82.0,84.93786078098472,64.0
685,125.0,73.18692943051731,64.0
686,87.0,84.63949548192771,64.0
687,127.0,92.527520332892,64.0
688,81.0,84.91574109536576,64.0
689,93.0,89.92504291436201,64.0
690,96.0,88.40477996965099,64.0
691,133.0,91.42475101438583,64.0
692,107.0,88.10242290748899,64.0
693,99.0,85.98941598941599,64.0
694,96.0,91.21156423511393,64.0
695,92.0,83.72800438997622,64.0
696,94.0,92.32379904657132,64.0
697,105.0,91.70303605313093,64.0
698,156.0,102.52619760479043,64.0
699,92.0,92.78630549285177,64.0
700,132.0,108.96904852884983,64.0
701,113.0,96.50803981623277,64.0
702,134.0,99.0945945945946,64.0
703,126.0,98.51706581180464,64.0
704,128.0,90.04446874430472,64.0
705,112.0,81.69855471438403,64.0
706,168.0,103.04425266250459,64.0
707,202.0,115.31215834118755,64.0
708,105.0,86.79322807684991,64.0
709,69.0,91.35663935987807,64.0
710,110.0,152.56836308393468,64.0
711,83.0,81.93941028407048,64.0
712,176.0,102.55992939099735,64.0
713,79.0,75.06563126252505,64.0
714,115.0,94.4848945468364,64.0
715,156.0,103.93776012107453,64.0
716,97.0,85.13422074320577,64.0
717,149.0,99.34036541721605,64.0
718,74.0,90.51845637583892,64.0
719,101.0,92.98976303317535,64.0
720,169.0,93.3170077155317,64.0
721,79.0,90.89606209769026,64.0
722,157.0,105.73913043478261,64.0
723,171.0,99.67659267280274,64.0
724,126.0,93.96993557623479,64.0
725,150.0,93.98283731970056,64.0
726,102.0,99.30198748619802,64.0
727,112.0,87.70374469655046,64.0
728,90.0,89.29837320574163,64.0
729,211.0,110.68624,64.0
730,123.0,91.63460144927537,64.0
731,115.0,76.34295555191078,64.0
732,109.0,93.36674956954276,64.0
733,126.0,96.74424311060778,64.0
734,89.0,92.21344860710855,64.0
735,108.0,89.40026124276918,64.0
736,123.0,102.82292274761627,64.0
737,188.0,111.68525821596243,64.0
738,90.0,87.53200459946339,64.0
739,178.0,109.39237581825184,64.0
740,147.0,105.72521838207368,64.0
741,147.0,91.89750084430935,64.0
742,160.0,105.4633730834753,64.0
743,127.0,94.07340852609444,64.0
744,117.0,85.7309963099631,64.0
745,103.0,98.76841906915395,64.0
746,62.0,92.85355648535565,64.0
747,113.0,65.6097842835131,64.0
748,187.0,103.76967095851217,64.0
749,89.0,82.13717219878966,64.0
750,115.0,102.32231248819195,64.0
751,115.0,95.51572448388964,64.0
752,80.0,79.43165969316597,64.0
753,101.0,86.2827611664821,64.0
754,74.0,90.66048556681324,64.0
755,70.0,80.27828097899402,64.0
756,148.0,93.37839355925857,64.0
757,139.0,92.00845743702887,64.0
758,98.0,89.18612395929695,64.0
759,151.0,97.19110854503464,64.0
760,126.0,96.28548672566372,64.0
761,150.0,98.05703422053232,64.0
762,115.0,98.73494902865936,64.0
763,172.0,104.4429703335176,64.0
764,105.0,82.96773030466919,64.0
765,153.0,87.55849925950305,64.0
766,94.0,87.56160241874528,64.0
767,117.0,91.91143911439114,64.0
768,214.0,123.61545956479377,128.0
769,78.0,100.42338576614233,128.0
770,409.0,151.86922474549726,128.0
771,227.0,121.43717934723283,128.0
772,305.0,131.36887608069165,128.0
773,320.0,136.1323174742381,128.0
774,186.0,108.07774740295244,128.0
775,299.0,133.771935699933,128.0
776,186.0,113.1463986599665,128.0
777,250.0,122.9839732888147,128.0
